key,level,name,full_name,description,shade,parent
2194,4,SAP Exposed Services,System Interaction##Communication Services##Exposed API##SAP Exposed Services,All SAP REST/SOAP/RPC exposed services,"rgb(17, 53, 208)",2231
3678,4,SAP Presentation,User Interaction##Screen Interaction##Terminal Presentation##SAP Presentation,ABAP Processing and Selection Screens,"rgb(57, 94, 54)",2272
3676,4,SAP Transaction Processing,System Interaction##Transactional Services##SAP Transaction##SAP Transaction Processing,"Transaction processing in SAP is crucial for managing business processes such as order management, financial accounting, inventory control, and HR operations.","rgb(55, 214, 225)",2267
1385,4,SAPUI5,User Interaction##Web Interaction##Web Presentation##SAPUI5,"SAPUI5 and OpenUI5 provide frameworks to build enterprise-ready web applications, responsive to all devices, running on almost any browser of your choice.","rgb(0, 86, 214)",2278
3318,4,SAS Utility,Services##Logic Services##Business Logic##SAS Utility,"SAS (previously ""Statistical Analysis System"") is a statistical software suite developed by SAS Institute for data management, advanced analytics, multivariate analysis, business intelligence, criminal investigation, and predictive analytics.","rgb(13, 118, 213)",2220
2917,4,SDL,Services##Logic Services##Business Logic##SDL,"Simple DirectMedia Layer is a cross-platform development library designed to provide low level access to audio, keyboard, mouse, joystick, and graphics hardware via OpenGL and Direct3D.","rgb(0, 46, 122)",2220
181,4,SLF4J,Services##Logic Services##Business Logic##SLF4J,"The Simple Logging Facade for Java (SLF4J) serves as a simple facade or abstraction for various logging frameworks (e.g. java.util.logging, logback, log4j) allowing the end user to plug in the desired logging framework at deployment time.","rgb(217, 80, 0)",2220
3551,4,SPITAB Utility,Services##Logic Services##Business Logic##SPITAB Utility,The SPITAB software was designed to allow the manipulation and management of relational tables,"rgb(80, 150, 230)",2220
1793,4,SQLAlchemy,Services##Logic Services##Data Access Services##SQLAlchemy,SQLAlchemy is the Python SQL toolkit and Object Relational Mapper that gives application developers the full power and flexibility of SQL,"rgb(227, 36, 0)",2225
3368,4,SQLite for .NET,Services##Logic Services##Data Access Services##SQLite for .NET,All SQLite libraries for .NET,"rgb(61, 127, 81)",2225
611,4,SQLite for JS-TS,Services##Logic Services##Data Access Services##SQLite for JS-TS,Libraries used to query SQLite databases from Javascript and Typescript.,"rgb(0, 140, 180)",2225
3991,4,SQLite for Python,Services##Logic Services##Data Access Services##SQLite for Python,All SQLite sdks for Python,"rgb(0, 140, 180)",2225
3668,4,SSHJ,Services##Logic Services##Business Logic##SSHJ,SSHv2 library for Java,"rgb(181, 26, 0)",2220
2914,4,STL,Services##Logic Services##Business Logic##STL,"The Standard Template Library (STL) is a set of C++ template classes to provide common programming data structures and functions such as lists, stacks, arrays, etc. It is a library of container classes, algorithms, and iterators.","rgb(154, 36, 79)",2220
4092,4,STL Algorithms,Services##Logic Services##Business Logic##STL Algorithms,C/C++ Standard Algorithms library,"rgb(154, 36, 79)",2220
4081,4,STL Concepts,Services##Logic Services##Business Logic##STL Concepts,C/C++ Standard Concepts library,"rgb(154, 36, 79)",2220
4086,4,STL Concurrency,Services##Logic Services##Business Logic##STL Concurrency,C/C++ Standard Concurrency support library,"rgb(154, 36, 79)",2220
4095,4,STL Containers,Services##Logic Services##Business Logic##STL Containers,C/C++ Standard Containers library,"rgb(154, 36, 79)",2220
4082,4,STL Diagnostics,Services##Logic Services##Business Logic##STL Diagnostics,C/C++ Standard Diagnostics library,"rgb(154, 36, 79)",2220
4084,4,STL General Utilities,Services##Logic Services##Business Logic##STL General Utilities,C/C++ Standard General utilities library,"rgb(154, 36, 79)",2220
4087,4,STL IO,Services##Logic Services##Business Logic##STL IO,C/C++ Standard Input/output library,"rgb(154, 36, 79)",2220
4094,4,STL Iterators,Services##Logic Services##Business Logic##STL Iterators,C/C++ Standard Iterators library,"rgb(154, 36, 79)",2220
4080,4,STL Language,Services##Logic Services##Business Logic##STL Language,C/C++ Standard Language support library,"rgb(154, 36, 79)",2220
4083,4,STL Memory Management,Services##Logic Services##Business Logic##STL Memory Management,C/C++ Standard Memory management library,"rgb(154, 36, 79)",2220
4098,4,STL Metaprogramming,Services##Logic Services##Business Logic##STL Metaprogramming,C/C++ Standard Metaprogramming library,"rgb(154, 36, 79)",2220
4089,4,STL Numerics,Services##Logic Services##Business Logic##STL Numerics,C/C++ Standard Numerics library,"rgb(154, 36, 79)",2220
4093,4,STL Ranges,Services##Logic Services##Business Logic##STL Ranges,C/C++ Standard Ranges library,"rgb(154, 36, 79)",2220
4091,4,STL Strings,Services##Logic Services##Business Logic##STL Strings,C/C++ Standard Strings library,"rgb(154, 36, 79)",2220
4090,4,STL Text processing,Services##Logic Services##Business Logic##STL Text processing,C/C++ Standard Text processing library,"rgb(154, 36, 79)",2220
4074,4,STL Time,Services##Logic Services##Business Logic##STL Time,C/C++ Standard Time Library,"rgb(121, 26, 62)",2220
463,4,SVGR,User Interaction##Web Interaction##Web Presentation##SVGR,A complete tool box to take advantage of using SVGs in your React applications.,"rgb(255, 106, 0)",2278
1891,4,Sails,Services##Logic Services##Business Logic##Sails,,"rgb(12, 154, 86)",2220
582,4,Saxon,Services##Logic Services##Business Logic##Saxon,The XSLT and XQuery Processor,"rgb(181, 26, 0)",2220
1845,4,Scala,Services##Logic Services##Business Logic##Scala,Scala framework ecosystem,"rgb(174, 32, 32)",2220
3921,4,SciPy,Services##Logic Services##Business Logic##SciPy,SciPy builds on NumPy and provides a collection of algorithms and high-level commands for scientific computing and data analysis.,"rgb(42, 187, 157)",2220
3924,4,Scikit,Services##Logic Services##Business Logic##Scikit,"Scikit-learn (often simply referred to as scikit) is a powerful and widely-used Python library for machine learning. It provides simple and efficient tools for data mining and data analysis, built on top of other scientific libraries like NumPy, SciPy, and matplotlib.","rgb(42, 187, 157)",2220
3919,4,Seaborn,Services##Logic Services##Business Logic##Seaborn,"Seaborn is a data visualization library built on top of Matplotlib, providing a high-level interface for creating attractive and informative statistical graphics.","rgb(42, 187, 157)",2220
392,4,Seam,Services##Logic Services##Business Logic##Seam,Seam 2 is a powerful open source development platform for building rich Internet applications in Java.,"rgb(217, 80, 0)",2220
3028,4,Selenium for .NET,User Interaction##Web Interaction##Web Presentation##Selenium for .NET,"Selenium C# is used for automating web application testing. It allows developers and testers to write scripts in C# language to simulate user interactions with a web application, test its functionality, and verify that it behaves as expected. With Selenium C#, you can automate repetitive tasks, catch and debug errors early, and ensure the quality and reliability of your web application.","rgb(181, 26, 0)",2278
562,4,Selenium for Java,Services##Logic Services##Business Logic##Selenium for Java,"Selenium is an umbrella project for a range of tools and libraries that enable and support the automation of web browsers.

It provides extensions to emulate user interaction with browsers, a distribution server for scaling browser allocation, and the infrastructure for implementations of the W3C WebDriver specification that lets you write interchangeable code for all major web browsers.","rgb(181, 26, 0)",2220
1381,4,Sencha Ext JS,User Interaction##Web Interaction##Web Presentation##Sencha Ext JS,"Sencha Ext JS is the most comprehensive JavaScript framework for building data-intensive, cross-platform web and mobile applications for any modern device.","rgb(102, 156, 53)",2278
3771,4,SendGrid for .NET,System Interaction##Communication Services##Messaging Services##SendGrid for .NET,"SendGrid (also known as Twilio SendGrid) is a Denver, Colorado-based customer communication platform for transactional and marketing email.","rgb(154, 36, 79)",2253
2897,4,Seneca,Services##Logic Services##Business Logic##Seneca,Seneca is a microservices toolkit for Node.js.,"rgb(96, 96, 96)",2220
487,4,Sentry for JS-TS,Services##Logic Services##Business Logic##Sentry for JS-TS,Official Sentry SDKs for JavaScript,"rgb(79, 85, 3)",2220
625,4,Sentry for Java,Services##Application Services##Monitoring Alerting##Sentry for Java,Java Error and Performance Monitoring,"rgb(169, 104, 0)",3060
614,4,Sequelize,Services##Logic Services##Data Access Services##Sequelize,"Sequelize is a modern TypeScript and Node.js ORM for Oracle, Postgres, MySQL, MariaDB, SQLite and SQL Server, and more.","rgb(0, 109, 143)",2225
3290,4,Serena Compare Utility,Services##Logic Services##Business Logic##Serena Compare Utility,"The Serena® Merge Tool allows you to compare the differences between two (or more) files with a common ancestor or base file, accepting or rejecting the differences between them, and combine the changes into a new file or item revision. These files can be revisions of the same item or different items in Serena® Dimensions® CM, or files in your work area.","rgb(13, 118, 213)",2220
37,4,Serilog,Services##Logic Services##Business Logic##Serilog,"Flexible, structured events — log file convenience","rgb(255, 38, 0)",2220
3413,4,Serverless for JS-TS,Services##Logic Services##Business Logic##Serverless for JS-TS,All Serveless libraries,"rgb(0, 97, 255)",2220
3101,4,ServiceStack,Services##Logic Services##Business Logic##ServiceStack,"ServiceStack is a simple and fast alternative to WCF, MVC and Web API in one cohesive framework for all your services and web apps that's intuitive and Easy to use!","rgb(55, 26, 148)",2220
3283,4,Sharepoint,Services##Output Services##Reporting Services##Sharepoint,"https://www.nuget.org/packages/SharePoint.SpSet
https://www.nuget.org/packages/SharePoint.Libraries.Entity","rgb(55, 26, 170)",2264
2203,4,SignalR,System Interaction##Communication Services##Messaging Services##SignalR,SignalR communication,"rgb(57, 164, 231)",2253
462,4,SignalR for JS-TS,User Interaction##Web Interaction##Web Communication##SignalR for JS-TS,Microsoft and Azure SignalR libraries for Javascript and Typescript,"rgb(0, 199, 252)",2275
1378,4,SignalR for Java,System Interaction##Communication Services##Messaging Services##SignalR for Java,The Java client enables connecting to an ASP.NET Core SignalR server from Java code.,"rgb(0, 140, 180)",2253
3749,4,Silverlight,User Interaction##Screen Interaction##Rich Client Presentation##Silverlight,,"rgb(0, 140, 180)",2266
